,Unnamed: 0,Date,Open,Low,High,Close,Volume
410,4478,2017-08-18,242.9,242.2,244.19,242.71,136747986.0
411,4479,2017-08-21,242.64,241.83,243.2,242.9,65469736.0
412,4480,2017-08-22,243.57,243.55,245.62,245.44,63140101.0
413,4481,2017-08-23,244.33,244.16,245.05,244.56,50203837.0
414,4482,2017-08-24,245.0,243.75,245.18,243.99,50741671.0
415,4483,2017-08-25,244.9,244.39,245.61,244.56,64445912.0
416,4484,2017-08-28,245.17,244.09,245.2,244.57,40565606.0
417,4485,2017-08-29,243.06,242.93,245.15,244.85,51135715.0
418,4486,2017-08-30,244.83,244.62,246.32,246.01,62030805.0
419,4487,2017-08-31,246.72,246.05,247.77,247.49,103803880.0
420,4488,2017-09-01,247.92,247.67,248.33,247.84,62006989.0
421,4489,2017-09-05,247.26,244.95,247.52,246.06,91398777.0
422,4490,2017-09-06,246.84,246.23,247.28,246.9,57916867.0
423,4491,2017-09-07,247.25,246.4,247.27,246.87,58034730.0
424,4492,2017-09-08,246.54,246.3,247.11,246.58,63832825.0
425,4493,2017-09-11,248.04,248.02,249.3,249.21,71364848.0
426,4494,2017-09-12,249.63,249.42,250.09,250.05,56896027.0
427,4495,2017-09-13,249.72,249.59,250.21,250.17,59228002.0
428,4496,2017-09-14,249.8,249.6,250.32,250.09,95446349.0
429,4497,2017-09-15,248.69,248.57,249.29,249.19,95432382.0
430,4498,2017-09-18,249.61,249.28,250.12,249.72,46235238.0
431,4499,2017-09-19,250.0,249.6,250.07,249.97,47108148.0
432,4500,2017-09-20,250.07,248.92,250.19,250.06,59574083.0
433,4501,2017-09-21,249.88,249.19,249.98,249.39,48211398.0
434,4502,2017-09-22,249.05,249.02,249.63,249.44,51214032.0
435,4503,2017-09-25,249.15,248.08,249.55,248.93,57064357.0
436,4504,2017-09-26,249.42,248.81,249.7,249.08,54081959.0
437,4505,2017-09-27,249.88,248.87,250.49,250.05,81001426.0
438,4506,2017-09-28,249.73,249.63,250.44,250.35,44778841.0
439,4507,2017-09-29,250.34,250.13,251.32,251.23,85578002.0
440,4508,2017-10-02,251.49,251.29,252.32,252.32,59022985.0
441,4509,2017-10-03,252.32,252.23,252.89,252.86,66810169.0
442,4510,2017-10-04,252.69,252.56,253.44,253.16,55953619.0
443,4511,2017-10-05,253.54,253.2,254.68,254.66,63522757.0
444,4512,2017-10-06,254.15,253.85,254.7,254.37,80645998.0
445,4513,2017-10-09,254.63,253.65,254.7,253.95,35803138.0
446,4514,2017-10-10,254.6,253.98,255.05,254.62,43057363.0
447,4515,2017-10-11,254.51,254.32,255.02,255.02,47674325.0
448,4516,2017-10-12,254.66,254.37,255.06,254.64,47065144.0
449,4517,2017-10-13,255.14,254.64,255.27,254.95,54800435.0
450,4518,2017-10-16,255.21,254.82,255.51,255.29,38221675.0
451,4519,2017-10-17,255.23,254.98,255.52,255.47,31560964.0
452,4520,2017-10-18,255.9,255.5,255.95,255.72,40888330.0
453,4521,2017-10-19,254.83,254.35,255.83,255.79,61903788.0
454,4522,2017-10-20,256.7,255.77,257.14,257.11,89176377.0
455,4523,2017-10-23,257.48,256.02,257.51,256.11,63915306.0
456,4524,2017-10-24,256.6,256.15,256.83,256.56,66935910.0
457,4525,2017-10-25,256.18,254.0,256.31,255.29,103715291.0
458,4526,2017-10-26,255.99,255.48,256.3,255.62,69797972.0
459,4527,2017-10-27,256.47,255.63,257.89,257.71,85562544.0
460,4528,2017-10-30,256.47,256.41,257.6,256.75,54285687.0
461,4529,2017-10-31,257.18,256.81,257.44,257.15,60304781.0
462,4530,2017-11-01,258.04,257.07,258.43,257.49,54202736.0
463,4531,2017-11-02,257.41,256.19,257.75,257.59,56449535.0
464,4532,2017-11-03,257.77,257.3,258.5,258.45,59589730.0
465,4533,2017-11-06,258.3,258.22,259.0,258.85,49652598.0
466,4534,2017-11-07,258.97,258.09,259.35,258.67,57502161.0
467,4535,2017-11-08,258.47,258.15,259.22,259.11,50469579.0
468,4536,2017-11-09,257.73,256.36,258.39,258.17,93981044.0
469,4537,2017-11-10,257.73,257.37,258.29,258.09,59984662.0
470,4538,2017-11-13,257.31,257.27,258.59,258.33,50228648.0
471,4539,2017-11-14,257.41,256.52,257.85,257.73,61315152.0
472,4540,2017-11-15,256.62,255.63,257.22,256.44,80811525.0
473,4541,2017-11-16,257.52,257.47,259.04,258.62,67777027.0
474,4542,2017-11-17,258.22,257.77,258.59,257.86,75756833.0
475,4543,2017-11-20,258.14,257.86,258.52,258.3,48075514.0
476,4544,2017-11-21,259.18,258.26,260.2,259.99,69176799.0
477,4545,2017-11-22,260.0,259.57,260.15,259.76,45033392.0
478,4546,2017-11-24,260.32,260.16,260.48,260.36,27856514.0
479,4547,2017-11-27,260.41,260.0,260.75,260.23,52274922.0
480,4548,2017-11-28,260.76,260.65,262.9,262.87,98971719.0
481,4549,2017-11-29,263.02,262.2,263.63,262.71,77512102.0
482,4550,2017-11-30,263.76,263.67,266.05,265.01,127894389.0
483,4551,2017-12-01,264.76,260.76,265.31,264.46,164390902.0
484,4552,2017-12-04,266.31,264.08,266.8,264.14,94040560.0
485,4553,2017-12-05,263.19,263.04,265.15,263.19,77994544.0
486,4554,2017-12-06,263.3,262.71,263.73,263.24,75898566.0
487,4555,2017-12-07,264.07,262.94,264.43,264.07,77218569.0
488,4556,2017-12-08,265.16,264.03,265.52,265.51,76563873.0
489,4557,2017-12-11,266.31,265.48,266.38,266.31,83077533.0
490,4558,2017-12-12,267.21,266.35,267.32,266.78,85195750.0
491,4559,2017-12-13,267.06,266.65,267.56,266.75,102905409.0
492,4560,2017-12-14,267.09,265.6,267.22,265.66,100666692.0
493,4561,2017-12-15,265.45,265.39,267.04,266.51,144610290.0
494,4562,2017-12-18,268.1,267.98,268.6,268.2,83653572.0
495,4563,2017-12-19,268.48,267.09,268.53,267.17,82382876.0
496,4564,2017-12-20,268.27,266.69,268.33,267.03,76751500.0
497,4565,2017-12-21,267.74,267.3,268.39,267.58,67032339.0
498,4566,2017-12-22,267.6,266.9,267.64,267.51,78720873.0
499,4567,2017-12-26,267.05,266.89,267.44,267.19,45244433.0
500,4568,2017-12-27,267.38,267.01,267.73,267.32,57750986.0
501,4569,2017-12-28,267.89,267.45,267.92,267.87,45116139.0
502,4570,2017-12-29,268.53,266.64,268.55,266.86,96007424.0
503,4571,2018-01-02,267.84,267.4,268.81,268.77,86655749.0
504,4572,2018-01-03,268.96,268.96,270.64,270.47,90070416.0
505,4573,2018-01-04,271.2,270.54,272.16,271.61,80636408.0
506,4574,2018-01-05,272.51,271.95,273.56,273.42,83523995.0
507,4575,2018-01-08,273.31,272.98,274.1,273.92,57319192.0
508,4576,2018-01-09,274.4,274.08,275.25,274.54,57253957.0
509,4577,2018-01-10,273.68,272.92,274.42,274.12,69574318.0
510,4578,2018-01-11,274.75,274.56,276.12,276.12,62361455.0
511,4579,2018-01-12,276.42,276.08,278.11,277.92,90816076.0
512,4580,2018-01-16,279.35,276.18,280.09,276.97,106555142.0
513,4581,2018-01-17,278.03,276.97,280.05,279.61,113258799.0
514,4582,2018-01-18,279.48,278.58,279.96,279.14,100728006.0
515,4583,2018-01-19,279.8,279.14,280.41,280.41,140920098.0
516,4584,2018-01-22,280.17,280.11,282.69,282.69,91322408.0
517,4585,2018-01-23,282.74,282.37,283.62,283.29,97084700.0
518,4586,2018-01-24,284.02,281.84,284.7,283.18,134816117.0
519,4587,2018-01-25,284.16,282.4,284.27,283.3,84587313.0
520,4588,2018-01-26,284.25,283.96,286.63,286.58,107743119.0
521,4589,2018-01-29,285.93,284.5,286.43,284.68,90118337.0
522,4590,2018-01-30,282.6,281.22,284.74,281.76,131796419.0
523,4591,2018-01-31,282.73,280.68,283.3,281.9,118948131.0
524,4592,2018-02-01,281.07,280.68,283.06,281.58,90102470.0
525,4593,2018-02-02,280.08,275.41,280.23,275.45,173174790.0
526,4594,2018-02-05,273.45,263.31,275.85,263.93,294681816.0
527,4595,2018-02-06,259.94,258.7,269.7,269.13,355026782.0
528,4596,2018-02-07,268.5,267.58,272.36,267.67,167376100.0
529,4597,2018-02-08,268.01,257.59,268.17,257.63,246449505.0
530,4598,2018-02-09,260.8,252.92,263.61,261.5,283565315.0
531,4599,2018-02-12,263.83,261.66,267.01,265.34,143735976.0
532,4600,2018-02-13,263.97,263.31,266.62,266.0,81223640.0
533,4601,2018-02-14,264.31,264.3,270.0,269.59,120735685.0
534,4602,2018-02-15,271.57,268.77,273.04,273.03,111200286.0
535,4603,2018-02-16,272.32,272.27,275.32,273.11,160420135.0
536,4604,2018-02-20,272.03,270.5,273.67,271.4,86369662.0
537,4605,2018-02-21,271.9,269.94,274.72,270.05,98883740.0
538,4606,2018-02-22,271.1,269.64,273.05,270.4,110511290.0
539,4607,2018-02-23,271.79,271.25,274.71,274.71,92766428.0
540,4608,2018-02-26,275.93,275.26,278.01,277.9,86491406.0
541,4609,2018-02-27,278.11,274.36,278.92,274.43,99099165.0
542,4610,2018-02-28,275.68,271.29,276.19,271.65,121907767.0
543,4611,2018-03-01,271.41,266.0,273.17,267.7,176855077.0
544,4612,2018-03-02,265.8,264.82,269.72,269.08,139083217.0
545,4613,2018-03-05,267.73,267.61,272.89,272.19,97307387.0
546,4614,2018-03-06,273.3,271.18,273.39,272.88,79213163.0
547,4615,2018-03-07,270.42,270.2,273.18,272.78,87063502.0
548,4616,2018-03-08,273.55,272.42,274.24,274.1,66901150.0
549,4617,2018-03-09,275.7,275.34,278.87,278.87,113625335.0
550,4618,2018-03-12,279.2,278.08,279.91,278.52,71924793.0
551,4619,2018-03-13,279.84,276.03,280.41,276.72,91968937.0
552,4620,2018-03-14,277.81,274.67,278.02,275.3,105895079.0
553,4621,2018-03-15,275.88,274.43,276.61,275.0,83433038.0
554,4622,2018-03-16,274.5,274.14,275.39,274.2,100343673.0
555,4623,2018-03-19,273.35,268.62,274.4,270.49,109208442.0
556,4624,2018-03-20,270.94,270.18,271.67,270.95,59757271.0
557,4625,2018-03-21,270.9,270.19,273.27,270.43,78709578.0
558,4626,2018-03-22,267.91,263.36,268.87,263.67,148785916.0
559,4627,2018-03-23,264.17,257.83,264.54,258.05,183534751.0
560,4628,2018-03-26,262.13,259.41,265.43,265.11,141956102.0
561,4629,2018-03-27,266.17,258.84,266.77,260.6,129941445.0
562,4630,2018-03-28,260.75,258.58,262.64,259.83,146452306.0
563,4631,2018-03-29,261.12,259.84,265.26,263.15,124244790.0
564,4632,2018-04-02,262.55,254.67,263.13,257.47,186286343.0
565,4633,2018-04-03,258.87,256.84,261.31,260.77,119956861.0
566,4634,2018-04-04,256.75,256.6,264.36,263.56,123715339.0
567,4635,2018-04-05,265.55,264.32,266.64,265.64,82652618.0
568,4636,2018-04-06,263.42,258.0,265.11,259.72,179521209.0
569,4637,2018-04-09,261.37,259.94,264.84,261.0,105442932.0
570,4638,2018-04-10,264.27,262.98,266.04,265.15,105573736.0
571,4639,2018-04-11,263.47,263.39,265.64,263.76,91140243.0
572,4640,2018-04-12,265.26,265.06,267.0,265.93,68890480.0
573,4641,2018-04-13,267.41,264.01,267.54,265.15,85079176.0
574,4642,2018-04-16,267.0,266.07,268.2,267.33,63405287.0
575,4643,2018-04-17,269.33,268.75,270.87,270.19,64682036.0
576,4644,2018-04-18,270.69,269.87,271.3,270.39,57303857.0
577,4645,2018-04-19,269.65,267.72,269.88,268.89,77655909.0
578,4646,2018-04-20,268.81,265.61,269.06,266.61,99953133.0
579,4647,2018-04-23,267.26,265.35,267.89,266.57,65557954.0
580,4648,2018-04-24,267.73,261.28,267.98,262.98,112885452.0
581,4649,2018-04-25,262.91,260.85,264.13,263.63,103756753.0
582,4650,2018-04-26,264.79,264.29,267.25,266.31,67731942.0
583,4651,2018-04-27,267.0,265.5,267.34,266.56,57053647.0
584,4652,2018-04-30,267.26,264.43,267.89,264.51,82182324.0
585,4653,2018-05-01,263.87,262.11,265.1,264.98,74203365.0
586,4654,2018-05-02,264.76,262.76,265.68,263.2,86368943.0
587,4655,2018-05-03,262.26,259.05,263.36,262.62,136311479.0
588,4656,2018-05-04,261.52,261.15,266.79,266.02,91222075.0
589,4657,2018-05-07,266.89,266.11,268.02,266.92,55304907.0
590,4658,2018-05-08,266.5,265.15,267.33,266.92,67499247.0
591,4659,2018-05-09,267.68,267.09,269.87,269.5,59666143.0
592,4660,2018-05-10,270.34,270.22,272.39,272.02,72063931.0
593,4661,2018-05-11,272.16,271.58,273.15,272.85,59871511.0
594,4662,2018-05-14,273.34,272.36,274.08,272.98,54790606.0
595,4663,2018-05-15,271.59,270.03,271.61,271.1,87036136.0
596,4664,2018-05-16,271.14,271.11,272.76,272.24,53942631.0
597,4665,2018-05-17,271.94,271.13,273.23,272.01,56536400.0
598,4666,2018-05-18,271.62,270.93,272.03,271.33,64367959.0
599,4667,2018-05-21,273.01,272.57,273.98,273.37,58025875.0
600,4668,2018-05-22,273.96,272.24,274.25,272.61,52966358.0
601,4669,2018-05-23,271.17,270.99,273.39,273.36,64694184.0
602,4670,2018-05-24,272.91,270.78,273.22,272.8,76043827.0
603,4671,2018-05-25,272.15,271.58,272.86,272.15,56374755.0
604,4672,2018-05-29,270.31,267.76,271.17,269.02,115908607.0
605,4673,2018-05-30,270.5,270.42,273.11,272.61,69678449.0
606,4674,2018-05-31,272.15,270.26,272.49,270.94,93519941.0
607,4675,2018-06-01,272.41,272.33,273.94,273.6,71258411.0
608,4676,2018-06-04,274.53,274.26,275.19,274.9,45385166.0
609,4677,2018-06-05,275.05,274.18,275.53,275.1,51135038.0
610,4678,2018-06-06,275.79,275.09,277.52,277.4,62732215.0
611,4679,2018-06-07,277.95,276.34,278.28,277.37,72969402.0
612,4680,2018-06-08,276.85,276.66,278.25,278.19,72139719.0
613,4681,2018-06-11,278.44,278.31,279.37,278.56,58892515.0
614,4682,2018-06-12,279.03,278.19,279.33,278.92,72329028.0
615,4683,2018-06-13,279.19,277.8,279.48,278.03,79070610.0
616,4684,2018-06-14,279.01,278.06,279.33,278.73,77097620.0
617,4685,2018-06-15,276.6,275.35,277.51,277.13,120041562.0
618,4686,2018-06-18,275.49,274.95,276.7,276.56,52917581.0
619,4687,2018-06-19,274.0,273.53,275.75,275.5,97531510.0
620,4688,2018-06-20,276.27,275.59,276.72,275.97,53785486.0
621,4689,2018-06-21,275.96,273.68,275.98,274.24,71061404.0
622,4690,2018-06-22,275.66,274.49,275.79,274.74,56612003.0
623,4691,2018-06-25,273.44,269.1,273.62,271.0,137854162.0
624,4692,2018-06-26,271.64,270.79,272.56,271.6,68683211.0
625,4693,2018-06-27,272.26,269.18,273.87,269.35,104960655.0
626,4694,2018-06-28,269.29,268.49,271.75,270.89,76650517.0
627,4695,2018-06-29,272.12,271.15,273.66,271.28,97592499.0
628,4696,2018-07-02,269.51,269.24,272.04,271.86,63554774.0
629,4697,2018-07-03,272.87,270.42,272.98,270.9,42187071.0
630,4698,2018-07-05,272.17,270.96,273.18,273.11,56925919.0
631,4699,2018-07-06,273.14,272.71,275.84,275.42,66493696.0
632,4700,2018-07-09,276.55,276.5,277.96,277.9,50550399.0
633,4701,2018-07-10,278.41,278.08,279.01,278.9,51966829.0
634,4702,2018-07-11,277.15,276.52,278.04,276.86,77054739.0
635,4703,2018-07-12,278.28,277.6,279.43,279.37,60124687.0
636,4704,2018-07-13,279.17,278.66,279.93,279.59,48234964.0
637,4705,2018-07-16,279.64,278.84,279.8,279.34,48201038.0
638,4706,2018-07-17,278.47,278.41,280.91,280.47,52315500.0
639,4707,2018-07-18,280.56,280.06,281.18,281.06,44593465.0
640,4708,2018-07-19,280.31,279.46,280.74,280.0,61412117.0
641,4709,2018-07-20,279.77,279.5,280.48,279.68,82372729.0
642,4710,2018-07-23,279.45,279.06,280.43,280.2,47047565.0
643,4711,2018-07-24,281.79,280.63,282.56,281.61,68026935.0
644,4712,2018-07-25,281.33,281.28,284.37,284.01,78882927.0
645,4713,2018-07-26,283.2,283.09,284.11,283.34,57919495.0
646,4714,2018-07-27,283.71,280.38,283.82,281.42,76783177.0
647,4715,2018-07-30,281.51,279.36,281.69,279.95,63742508.0
648,4716,2018-07-31,280.81,280.38,282.02,281.33,68570493.0
649,4717,2018-08-01,281.56,280.13,282.13,280.86,53853326.0
650,4718,2018-08-02,279.39,279.16,282.58,282.39,63426363.0
651,4719,2018-08-03,282.53,282.33,283.66,283.6,53935386.0
652,4720,2018-08-06,283.64,283.2,284.99,284.64,39400887.0
653,4721,2018-08-07,285.39,285.24,286.01,285.58,43196646.0
654,4722,2018-08-08,285.39,284.94,285.91,285.46,42114551.0
655,4723,2018-08-09,285.53,284.92,285.97,285.07,35716976.0
656,4724,2018-08-10,283.45,282.36,284.06,283.16,77076044.0
657,4725,2018-08-13,283.47,281.77,284.16,282.1,65732909.0
658,4726,2018-08-14,282.92,282.48,284.17,283.9,43842031.0
659,4727,2018-08-15,282.38,280.16,282.54,281.78,102925355.0
660,4728,2018-08-16,283.4,283.36,285.04,284.06,69967919.0
661,4729,2018-08-17,283.83,283.37,285.56,285.06,65618481.0
662,4730,2018-08-20,285.57,285.06,285.97,285.67,39807490.0
663,4731,2018-08-21,286.25,285.71,287.31,286.34,67271983.0
664,4732,2018-08-22,285.88,285.58,286.76,286.17,44993333.0
665,4733,2018-08-23,285.97,285.43,286.94,285.79,49204851.0
666,4734,2018-08-24,286.44,286.38,287.67,287.51,57487399.0
667,4735,2018-08-27,288.86,288.68,289.9,289.78,57072377.0
668,4736,2018-08-28,290.3,289.4,290.42,289.92,46943472.0
669,4737,2018-08-29,290.16,289.89,291.74,291.48,61485514.0
670,4738,2018-08-30,290.94,289.63,291.36,290.3,61229501.0
671,4739,2018-08-31,289.84,289.29,290.81,290.31,66140838.0
672,4740,2018-09-04,289.84,288.68,290.21,289.81,57594367.0
673,4741,2018-09-05,289.41,287.89,289.64,289.03,72452437.0
674,4742,2018-09-06,289.15,287.0,289.49,288.16,65909863.0
675,4743,2018-09-07,286.98,286.71,288.7,287.6,73524824.0
676,4744,2018-09-10,288.74,287.88,289.04,288.1,50191113.0
677,4745,2018-09-11,287.37,286.98,289.55,289.05,50530492.0
678,4746,2018-09-12,289.06,288.23,289.8,289.12,59810758.0
679,4747,2018-09-13,290.32,290.0,291.04,290.83,51034222.0
680,4748,2018-09-14,291.06,290.0,291.27,290.88,55079875.0
681,4749,2018-09-17,290.82,289.03,290.86,289.34,68244043.0
682,4750,2018-09-18,289.58,289.55,291.58,290.91,61930407.0
683,4751,2018-09-19,290.97,290.83,291.69,291.22,49080562.0
684,4752,2018-09-20,292.64,291.24,293.94,293.58,100360646.0
685,4753,2018-09-21,293.09,291.81,293.22,291.99,105479656.0
686,4754,2018-09-24,291.34,290.37,291.5,291.02,53409645.0
687,4755,2018-09-25,291.53,290.48,291.65,290.75,44370037.0
688,4756,2018-09-26,290.91,289.41,292.24,289.88,79739674.0
689,4757,2018-09-27,290.41,290.1,291.91,290.69,59249455.0
690,4758,2018-09-28,289.99,289.95,291.28,290.72,70091385.0
691,4759,2018-10-01,292.11,290.98,292.93,291.73,62078937.0
692,4760,2018-10-02,291.56,291.14,292.36,291.56,47258227.0
693,4761,2018-10-03,292.74,291.32,293.21,291.72,64694594.0
694,4762,2018-10-04,291.18,287.66,291.24,289.44,111545910.0
695,4763,2018-10-05,289.69,286.22,290.27,287.82,105951698.0
696,4764,2018-10-08,287.05,285.5,288.22,287.82,87742172.0
697,4765,2018-10-09,287.39,286.77,288.86,287.4,74338982.0
698,4766,2018-10-10,286.83,277.88,286.91,278.3,214731042.0
699,4767,2018-10-11,277.08,270.36,278.9,272.17,274840491.0
700,4768,2018-10-12,276.77,272.37,277.09,275.95,183186492.0
701,4769,2018-10-15,275.55,274.3,277.04,274.4,102263717.0
702,4770,2018-10-16,276.6,276.07,280.82,280.4,118255834.0
703,4771,2018-10-17,280.44,277.56,281.15,280.45,110625987.0
704,4772,2018-10-18,279.4,274.97,280.07,276.4,134557525.0
705,4773,2018-10-19,277.13,275.47,279.3,276.25,139901634.0
706,4774,2018-10-22,277.0,274.41,277.36,275.01,82415812.0
707,4775,2018-10-23,270.95,268.61,274.87,273.61,146352719.0
708,4776,2018-10-24,273.33,264.7,273.76,265.32,177806697.0
709,4777,2018-10-25,267.38,266.23,271.81,270.08,138061545.0
710,4778,2018-10-26,265.92,262.29,271.0,265.33,201574596.0
711,4779,2018-10-29,268.8,259.85,270.25,263.86,160749101.0
712,4780,2018-10-30,263.67,263.12,268.12,267.77,157115995.0
713,4781,2018-10-31,270.65,270.12,273.23,270.63,128296325.0
714,4782,2018-11-01,271.6,270.38,273.73,273.51,99495037.0
715,4783,2018-11-02,274.75,269.59,275.23,271.89,122634107.0
716,4784,2018-11-05,272.44,271.35,274.01,273.39,65622482.0
717,4785,2018-11-06,273.32,273.25,275.3,275.12,60085894.0
718,4786,2018-11-07,277.56,277.08,281.1,281.01,102752099.0
719,4787,2018-11-08,280.11,279.22,281.22,280.5,65584886.0
720,4788,2018-11-09,279.03,276.18,279.24,277.76,98812561.0
721,4789,2018-11-12,277.19,271.99,277.46,272.57,99673574.0
722,4790,2018-11-13,273.09,271.25,275.33,272.06,98176610.0
723,4791,2018-11-14,274.16,268.45,274.61,270.2,125335931.0
724,4792,2018-11-15,268.78,267.01,273.54,273.02,135101437.0
725,4793,2018-11-16,271.79,271.21,274.75,273.73,126668040.0
726,4794,2018-11-19,273.05,268.07,273.38,269.1,103061706.0
727,4795,2018-11-20,265.36,263.15,267.0,264.12,136021311.0
728,4796,2018-11-21,265.86,265.01,267.15,265.02,75563743.0
729,4797,2018-11-23,263.18,263.07,264.82,263.25,42807878.0
730,4798,2018-11-26,265.78,265.34,267.75,267.5,79981362.0
731,4799,2018-11-27,266.34,265.66,268.4,268.4,75502441.0
732,4800,2018-11-28,269.6,268.33,274.58,274.58,127629633.0
733,4801,2018-11-29,273.71,272.43,275.55,273.98,82346420.0
734,4802,2018-11-30,273.81,273.45,276.28,275.65,98204190.0
735,4803,2018-12-03,280.28,277.51,280.4,279.3,103017719.0
736,4804,2018-12-04,278.37,269.9,278.85,270.25,177986013.0
737,4805,2018-12-06,265.92,262.44,269.97,269.84,204185411.0
738,4806,2018-12-07,269.46,262.63,271.22,263.57,161018923.0
739,4807,2018-12-10,263.37,258.62,265.16,264.07,151445885.0
740,4808,2018-12-11,267.66,262.48,267.87,264.13,121504431.0
741,4809,2018-12-12,267.47,265.37,269.0,265.46,97976706.0
742,4810,2018-12-13,266.52,264.12,267.49,265.37,96662717.0
743,4811,2018-12-14,262.96,259.85,264.03,260.47,116961071.0
744,4812,2018-12-17,259.4,253.53,260.65,255.36,165492257.0
745,4813,2018-12-18,257.2,253.28,257.95,255.08,134515094.0
746,4814,2018-12-19,255.17,249.35,259.4,251.26,214992763.0
747,4815,2018-12-20,249.86,244.65,251.62,247.17,252053377.0
748,4816,2018-12-21,246.74,239.98,249.71,240.7,255345633.0
749,4817,2018-12-24,239.04,234.27,240.84,234.34,147311588.0
750,4818,2018-12-26,235.97,233.76,246.18,246.18,218485360.0
751,4819,2018-12-27,242.57,238.96,248.29,248.07,186267342.0
752,4820,2018-12-28,249.58,246.45,251.4,247.75,153100189.0
753,4821,2018-12-31,249.56,247.47,250.19,249.92,144299370.0
754,4822,2019-01-02,245.98,245.95,251.21,250.18,126925199.0
755,4823,2019-01-03,248.23,243.67,248.57,244.21,144140692.0
756,4824,2019-01-04,247.59,247.17,253.11,252.39,142628834.0
757,4825,2019-01-07,252.69,251.69,255.95,254.38,103139100.0
758,4826,2019-01-08,256.82,254.0,257.31,256.77,102512587.0
759,4827,2019-01-09,257.56,256.19,258.91,257.97,95006554.0
760,4828,2019-01-10,256.26,255.5,259.16,258.88,96823923.0
761,4829,2019-01-11,257.68,257.03,259.01,258.98,73858110.0
762,4830,2019-01-14,256.86,256.41,258.3,257.4,70908227.0
763,4831,2019-01-15,257.82,257.81,260.7,260.35,85208271.0
764,4832,2019-01-16,260.83,260.6,261.97,260.98,77636710.0
765,4833,2019-01-17,260.01,259.96,263.92,262.96,96118435.0
766,4834,2019-01-18,264.98,263.0,266.98,266.46,127900303.0
767,4835,2019-01-22,264.82,261.06,265.06,262.86,115531183.0
768,4836,2019-01-23,264.01,260.66,264.79,263.41,86030287.0
769,4837,2019-01-24,263.21,262.08,264.2,263.55,59204139.0
770,4838,2019-01-25,265.61,263.66,266.7,265.78,96883358.0
771,4839,2019-01-28,263.39,261.79,263.83,263.76,85613655.0
772,4840,2019-01-29,263.92,262.48,264.55,263.41,66136334.0
773,4841,2019-01-30,265.1,264.25,268.52,267.58,92473671.0
774,4842,2019-01-31,267.51,267.27,270.47,269.93,104012073.0
775,4843,2019-02-01,270.15,269.18,271.2,270.06,85782524.0
776,4844,2019-02-04,270.11,269.36,272.03,271.96,60744844.0
777,4845,2019-02-05,272.44,271.88,273.44,273.1,79552774.0
778,4846,2019-02-06,272.79,271.92,273.34,272.74,58347791.0
779,4847,2019-02-07,270.94,268.29,271.55,270.14,95481961.0
780,4848,2019-02-08,268.75,267.83,270.58,270.47,75788861.0
781,4849,2019-02-11,271.2,270.03,271.49,270.62,68021423.0
782,4850,2019-02-12,272.42,272.34,274.52,274.1,72270221.0
783,4851,2019-02-13,275.03,274.56,275.93,274.99,65277204.0
784,4852,2019-02-14,273.78,272.87,275.64,274.38,83234396.0
785,4853,2019-02-15,276.36,276.13,277.41,277.37,97088659.0
786,4854,2019-02-19,276.48,276.47,278.58,277.85,59120804.0
787,4855,2019-02-20,277.81,277.25,278.92,278.41,76610767.0
788,4856,2019-02-21,277.7,276.35,278.1,277.42,64214727.0
789,4857,2019-02-22,278.11,277.4,279.36,279.14,78114616.0
790,4858,2019-02-25,280.73,279.43,281.31,279.52,69030699.0
791,4859,2019-02-26,279.13,278.9,280.3,279.32,56844101.0
792,4860,2019-02-27,278.52,277.48,279.59,279.2,56921570.0
793,4861,2019-02-28,278.96,278.32,279.45,278.68,69268293.0
794,4862,2019-03-01,280.44,278.82,280.88,280.42,78880548.0
795,4863,2019-03-04,281.6,276.84,281.87,279.4,106494637.0
796,4864,2019-03-05,279.54,278.41,279.76,279.02,59114559.0
797,4865,2019-03-06,279.15,276.97,279.16,277.33,75039771.0
798,4866,2019-03-07,276.83,274.07,276.99,275.01,94885089.0
799,4867,2019-03-08,272.94,272.42,274.65,274.46,85795799.0
800,4868,2019-03-11,275.26,275.23,278.62,278.44,65098897.0
801,4869,2019-03-12,279.06,278.85,280.07,279.49,79667530.0
802,4870,2019-03-13,280.48,280.3,282.38,281.34,80639153.0
803,4871,2019-03-14,281.37,280.67,281.84,281.16,67518366.0
804,4872,2019-03-15,280.54,280.33,282.21,281.31,81308979.0
805,4873,2019-03-18,281.55,281.3,282.66,282.33,62199806.0
806,4874,2019-03-19,283.51,281.41,284.36,282.4,90268121.0
807,4875,2019-03-20,282.16,280.32,283.5,281.55,84609210.0
808,4876,2019-03-21,280.64,280.59,285.18,284.73,79550375.0
809,4877,2019-03-22,283.22,279.18,283.8,279.25,122659286.0
810,4878,2019-03-25,278.87,277.64,280.19,279.04,85575197.0
811,4879,2019-03-26,280.99,279.56,282.18,281.12,68125920.0
812,4880,2019-03-27,281.11,277.93,281.76,279.65,72224722.0
813,4881,2019-03-28,280.35,279.07,281.21,280.71,56238545.0
814,4882,2019-03-29,282.39,281.14,282.84,282.48,82186806.0
815,4883,2019-04-01,284.7,284.4,286.16,285.83,77617945.0
816,4884,2019-04-02,286.04,285.09,286.23,285.97,40070351.0
817,4885,2019-04-03,287.32,285.75,287.76,286.42,68243202.0
818,4886,2019-04-04,286.78,286.01,287.46,287.18,48997505.0
819,4887,2019-04-05,287.92,287.6,288.63,288.57,58621729.0
